archivo,title,description,summary,activity_code
"reducir-reutilizar-reciclar-energia.md","Reducir, reutilizar, reciclar","Crea un sistema visual con cajas para entender el orden correcto: reducir, reutilizar y reciclar, y comprométete a un cambio personal.","Aprende el orden correcto para cuidar el planeta.","energia-C03"
"dia-del-lavado-de-manos.md","Día del Lavado de Manos","Los participantes organizan una campaña educativa sobre el lavado de manos utilizando títeres para enseñar a otros sobre la importancia de este hábito para prevenir enfermedades.","Campaña de lavado de manos con títeres.","agua-E40"
"planta-tus-propias-verduras.md","Planta tus Propias Verduras","Cultiva tus propias frutas, verduras y especias en el jardín, balcón o huerto comunitario.","Cultivo de verduras y especias.","nutricion-D07"
"dinero-inteligente.md","Dinero Inteligente","Investiga soluciones innovadoras para el financiamiento del riesgo de desastres.","Financiamiento innovador para riesgo de desastres.","rrd-C09"
"plasticos-de-un-solo-uso-en-la-escuela.md","Plásticos de un solo uso en la escuela","Identifica los plásticos de un solo uso que se usan regularmente en la escuela y aprende a reducir, reutilizar y reciclar.","Auditoría de plásticos en el entorno escolar.","plastics-A03"
"huellas-mas-pequenas.md","Huellas Más Pequeñas","Identifica cómo reducir tus emisiones de gases de efecto invernadero y comprométete a hacer cambios.","Compromiso para reducir la huella de carbono.","oceano-D01"
"puntos-calientes-de-biodiversidad.md","Puntos calientes de biodiversidad","Investigación sobre los puntos calientes (hotspots) de biodiversidad y su importancia para la conservación.","Investigar puntos calientes de biodiversidad.","biodiversidad-D11"
"reduciendo-mi-huella-carbono.md","Reduciendo mi huella de carbono","Juego en círculo para compartir ideas simples sobre cómo cada persona puede reducir su huella de carbono en la vida diaria.","Comparte ideas para reducir tu huella de carbono.","energia-C05"
"se-una-mariposa-social.md","Sé una mariposa social","Lanzamiento de una campaña en redes sociales para informar y movilizar a amigos y familiares en la protección de los polinizadores.","Crear una campaña en redes sociales para polinizadores.","polinizadores-D08"
"historias-solares.md","Historias solares","Investiga el rol del Sol en una cultura o religión específica y crea una exhibición estilo museo con dibujos y explicaciones.","Descubre la importancia cultural del Sol.","energia-A01"
"el-maestro-del-menu.md","El Maestro del Menú","Prepara un menú semanal con cenas saludables y equilibradas, variando los grupos de alimentos y las culturas culinarias.","Creación de menú semanal saludable.","nutricion-B16"
"relevamiento-de-polinizadores.md","Relevamiento de polinizadores","Relevamiento de polinizadores en tu jardín, parque o escuela para identificar especies y su relación con las flores.","Identificar polinizadores en tu entorno.","polinizadores-A01"
"bombillas-ahorradoras-de-energia.md","Bombillas ahorradoras de energía","Reemplaza bombillas comunes por bombillas ahorradoras de energía.","Cambio a bombillas eficientes.","sacc-A07"
"comercial-de-biodiversidad.md","Comercial de biodiversidad","Creación de un comercial sobre biodiversidad para publicar en YouTube y monitorear su impacto.","Crear un comercial sobre biodiversidad.","biodiversidad-D22"
"menos-television-y-computador.md","Menos televisión y computador","Comprométete a usar menos tiempo la televisión y el computador.","Reducción de tiempo frente a pantallas.","sacc-A03"
"pesca-excesiva.md","Pesca Excesiva","Investiga cómo ha cambiado la pesca a lo largo de los años y escribe un artículo periodístico.","Investigación sobre la pesca excesiva.","oceano-D07"
"excursion-de-campo-polinizadores.md","Excursión de campo","Visita a una granja local para aprender sobre agricultura sostenible y el papel de los polinizadores.","Visitar una granja para aprender sobre agricultura sostenible.","polinizadores-C02"
"solo-lluvia-desague-pluvial.md","Solo Lluvia por el Desagüe Pluvial","Los participantes crean una campaña de concienciación sobre la importancia de no verter contaminantes en los desagües pluviales, ya que todo lo que entra en ellos llega directamente a los cursos de agua.","Campaña para proteger los desagües pluviales.","agua-E38"
"conservacion-in-situ-y-ex-situ.md","Conservación in-situ y ex-situ","Investigación sobre los métodos de conservación in-situ y ex-situ y su aplicación en la biodiversidad.","Investigar conservación in-situ y ex-situ.","biodiversidad-D13"
"biomimesis.md","Biomímesis","Exploración de inventos humanos inspirados en la naturaleza y descubrimiento de sus equivalentes naturales.","Descubrir inventos inspirados en la naturaleza.","biodiversidad-D21"
"recursos-para-producir-alimentos.md","Recursos para producir alimentos","Investiga cuánta energía, agua y recursos se necesitan para producir diferentes alimentos.","Huella de recursos de los alimentos.","sacc-B10"
"alimentos-justos.md","Alimentos Justos","Aprende sobre el Comercio Justo, busca productos con el sello y promueve su consumo.","Promoción del Comercio Justo.","hambre-E10"
"podcasts-de-biodiversidad.md","Podcasts de biodiversidad","Escucha de podcasts o documentales sobre especies interesantes para aprender sobre biodiversidad.","Escuchar podcasts sobre especies.","biodiversidad-D03"
"diario-verde.md","Diario verde","Comienza un diario para registrar tus esfuerzos por una vida más sostenible.","Diario de vida sostenible.","sacc-A36"
"revision-de-la-covid-19.md","Revisión de la COVID-19","Reflexión sobre el impacto de la pandemia de COVID-19 en la vida urbana y las lecciones aprendidas.","Reflexionar sobre el impacto de la COVID-19 en la ciudad.","ciudadesverdes-B03"
"censo-de-vida-marina.md","Censo de Vida Marina","Explora el Censo de Vida Marina y crea una obra sobre una especie desconocida.","Investigación sobre especies marinas.","oceano-B04"
"invernaculo-para-anfibios.md","Invernáculo para anfibios","Construcción de un invernáculo para anfibios que proporcione un hábitat adecuado para su hibernación.","Construir un invernáculo para anfibios.","biodiversidad-B08"
"la-naturaleza-al-rescate.md","La naturaleza al rescate","Investigación sobre soluciones basadas en la naturaleza que se implementan en tu ciudad.","Investigar soluciones basadas en la naturaleza.","ciudadesverdes-C09"
"luces-camara-accion.md","Luces, cámara, acción","Crea un cortometraje o sketch para educar a tu comunidad sobre cómo ahorrar energía todos los días.","Haz un video sobre ahorro de energía.","energia-E10"
"obras-de-teatro-energia.md","Obras de teatro sobre energía","Escribe y representa una obra de teatro que demuestre las diferencias entre las formas de energía: cinética, potencial, mecánica, etc.","Actúa las formas de energía.","energia-C11"
"el-agua-es-el-camino.md","El agua es el camino","Los participantes aprenden por qué el agua es vital para el bienestar de todas las formas de vida a través de un juego de búsqueda de ideas.","Descubre por qué el agua es esencial para la vida.","agua-A35"
"hora-de-limpiar.md","Hora de Limpiar","Limpia un río, estanque, lago o playa en tu área y convierte la basura en arte.","Limpieza de fuentes de agua y arte con basura.","agua-E02"
"al-blog-bosques.md","","","",""
"cual-es-tu-ciudad-favorita.md","¿Cuál es tu ciudad favorita?","Investigación sobre una ciudad del mundo para analizar sus características sociales, económicas, culturales y ambientales.","Investigar tu ciudad favorita del mundo.","ciudadesverdes-A03"
"el-juego-del-ciclo-del-agua.md","El Juego del Ciclo del Agua","Aprende el ciclo del agua a través de un juego de cartas y un experimento.","Juego y experimento sobre el ciclo del agua.","agua-A06"
"verde-o-rojo.md","Verde o Rojo","Los participantes consideran afirmaciones sobre estilo de vida saludable y sostenibilidad, y votan si están de acuerdo o en desacuerdo usando tarjetas verdes y rojas.","Vota sobre hábitos sostenibles.","cfn-A03"
"brujula-solar-reloj.md","Brújula solar - Método del Reloj","Aprende a orientarte usando un reloj de agujas y el Sol, descubriendo cómo encontrar el Norte a partir de la posición del Sol.","Encuentra el Norte con tu reloj y el Sol.","gosolar-A04"
"reciclaje-de-aguas-grises.md","Reciclaje de aguas grises","Investigación sobre el reciclaje de aguas grises y diseño de un sistema ideal para el hogar o la escuela.","Investigar y diseñar reciclaje de aguas grises.","biodiversidad-B20"
"alimentos-de-la-realeza.md","Alimentos de la Realeza","Reflexiona sobre el concepto de soberanía alimentaria y cómo se relaciona con el hambre. Escribe una historia o dramatización.","Reflexión sobre soberanía alimentaria.","hambre-B07"
"vida-saludable.md","Vida Saludable","Los participantes preparan un plan de ejercicios para su grupo scout y reflexionan sobre la importancia de una vida saludable durante un mes.","Implementa un plan de ejercicios mensual.","mundomejor-E07"
"no-madereros-y-no-son-buenos.md","No Madereros y No Son Buenos","Investiga productos forestales no madereros (PFNM) y su producción sostenible. Analiza el aceite de palma y otros PFNM en tu hogar.","Investigación sobre productos forestales no madereros y consumo sostenible.","bosques-D11"
"pasa-la-voz.md","Pasa la Voz","Organiza un evento para concienciar sobre el agua o recaudar fondos para proyectos hídricos.","Evento de concienciación sobre el agua.","agua-E01"
"el-suelo-en-escena.md","El Suelo en Escena","Crea una obra de teatro sobre una comunidad que enfrenta daños al suelo.","Obra de teatro sobre la protección del suelo.","suelos-D12"
"senales-de-animales.md","Señales de animales","Búsqueda de señales de animales en un área natural para aprender sobre su presencia y comportamiento.","Buscar señales de animales en la naturaleza.","biodiversidad-C25"
"midiendo-la-energia.md","Midiendo la energía","Investiga las unidades de medición de energía (julio, kilovatio-hora, caloría) y analiza cómo se aplican en tu vida diaria.","Aprende a medir la energía.","energia-C12"
"agua-y-salud-humana.md","Agua y Salud Humana","Los participantes investigan y escriben un artículo periodístico sobre la relación entre la disponibilidad de agua y la salud humana, reflexionando sobre el acceso al agua potable en el mundo.","Artículo sobre agua y salud.","agua-D43"
"haz-ruido.md","¡Haz Ruido!","Organiza un evento ruidoso (concierto, teatro, musical) para llamar la atención sobre el hambre.","Evento creativo contra el hambre.","hambre-E05"
"debate-sobre-ciudades-verdes.md","Debate sobre ciudades verdes","Debate estructurado sobre los pros y contras de la urbanización para desarrollar habilidades de argumentación.","Debatir sobre los pros y contras de la urbanización.","ciudadesverdes-B09"
"haz-un-collage.md","Haz un Collage","Crea un collage de una dieta sana y respetuosa con el medio ambiente usando revistas viejas.","Collage de dieta sostenible.","nutricion-D05"
"recuerdos-acuaticos.md","Recuerdos acuáticos","Los participantes escriben un ensayo o hacen un dibujo sobre una experiencia memorable que hayan tenido con el agua.","Comparte tus recuerdos más especiales con el agua.","agua-A33"
"electricidad-en-todas-partes.md","Electricidad en todas partes","Actividad para tomar conciencia de la cantidad de electricidad que usamos diariamente y aprender a ahorrarla.","Contar interruptores y tomas eléctricas para tomar conciencia del consumo.","cambioclimatico-B04"
"mapea-el-impacto.md","Mapea el impacto","Actividad obligatoria para crear un mapa geográfico mostrando los impactos del cambio climático en diferentes ecosistemas del mundo.","Crear un mapa de impactos del cambio climático.","cambioclimatico-C01"
